NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,COUNTY,UNITS,SIZE,TOTAL_SCORE,OWNER_NAME,OWNER_MAIL_ADDR,OWNER_MAIL_CITY,OWNER_MAIL_STATE,OWNER_MAIL_ZIP,PARCEL_ID,LAST_SALE_YR,LAST_SALE_PRICE,JUST_VALUE,TENURE_YRS,OWNER_TYPE,ABSENTEE,STATUS,LOOKUP_URL
COURTSIDE VILLAGE OF GWINNETT,1125 HORIZON PKWY,BUFORD,GA,30518,NOT AVAILABLE,GWINNETT,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://gwinnettassessor.manatron.com/IWantTo/PropertyGISSearch.aspx
COZY TRAILER PARK,520 GENTRY WAY,RENO,NV,89502,(775) 825-0337,WASHOE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.washoecounty.gov/assessor/online_data/
CREEKSIDE MHP,1420 OLD DUNBAR ROAD,WEST COLUMBIA,SC,29172,(803) 955-0805,LEXINGTON,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://lex-co.sc.gov/departments/assessor
CREEKSIDE MOBILE VILLAGE,4258 MASSEY PRESERVE TRL,RALEIGH,NC,27616,NOT AVAILABLE,WAKE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://services.wake.gov/realestate/
DEER PARK TRAILER COURT,8810 DEERWOOD DRIVE,NORTH CHARLESTON,SC,29406,(843) 553-0883,CHARLESTON,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://sc-charleston.publicaccessnow.com/
DESERT VILLAGE MOBILE PARK,139 SOUTH CRISMON ROAD,MESA,AZ,85208,(480) 986-4070,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
EASTERN SHORE MOBILE HOME VILLAGE,19270 SOUTH GREENO ROAD,FAIRHOPE,AL,36532,(334) 928-7855,BALDWIN,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://baldwincountyal.gov/departments/revenue-commission
ELMWOOD TRAILER PARK,764 EAST CHANDLER BOULEVARD,CHANDLER,AZ,85225,(602) 963-8861,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
FIELDRIDGE ACRES,7800 WILKINSON BOULEVARD,CHARLOTTE,NC,28214,(704) 399-3521,MECKLENBURG,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://property.spatialest.com/nc/mecklenburg/
FOX FIRE VILLAGE MOBILE HOME,1101 2ND AVENUE NORTH,NORTH MYRTLE BEACH,SC,29582,(803) 249-4286,HORRY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.horrycountysc.gov/apps/landrecords/
GOOD SAMARITAN VILLAGE,4199 WALES ST,KISSIMMEE,FL,34746,NOT AVAILABLE,OSCEOLA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=OSCEOLA+county+FL+property+search+GOOD+SAMARITAN+VILLAGE+KISSIMMEE
GRANITE ACRES,NOT AVAILABLE,NOT AVAILABLE,NC,NOT AVAILABLE,(919) 457-1550,WAKE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://services.wake.gov/realestate/
GREEN ACRES,819 N MIDLAND BLVD,NAMPA,ID,83651,NOT AVAILABLE,CANYON,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.canyoncounty.id.gov/elected-officials/assessor/
GREEN ACRES MHP,360 WEST 400 NORTH,SPRINGVILLE,UT,84663,(801) 489-6755,UTAH,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.utahcounty.gov/LandRecords/
GREEN ACRES MHP,7204 LARKSPUR LANE,POWELL,TN,37849,(423) 938-4736,KNOX,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://assessment.cot.tn.gov/RE_Assessment/
GREEN ACRES MOBILE & REC. VEHICLE PARK,2605 WEST VAN BUREN STREET,PHOENIX,AZ,85009,(602) 272-7863,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
GREEN ACRES TRAILER PARK,501 WEST MOANA LANE,RENO,NV,89509,(775) 827-2482,WASHOE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.washoecounty.gov/assessor/online_data/
HENDERSONVILLE MOBILE VILLAGE,311 OLD SHACKLE ISLAND ROAD #47,HENDERSONVILLE,TN,37075,(615) 824-1811,SUMNER,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://assessment.cot.tn.gov/RE_Assessment/
JOPA TRAILER PARK,2006 PRATER WAY,SPARKS,NV,89431,(775) 358-4155,WASHOE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.washoecounty.gov/assessor/online_data/
KING'S MOBILE ESTATES,19 KINGS MOBILE HOMES,OPELIKA,AL,36801,(334) 749-3320,LEE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://leecountyrevenuecommissioner.com/
KIRKLEY'S MOBILE HOME COURT,2206 HIGHWAY 15,MYRTLE BEACH,SC,29577,(803) 448-2601,HORRY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.horrycountysc.gov/apps/landrecords/
LAKESIDE VILLAGE,30 GIEL DRIVE,DELAND,FL,32720,(386) 734-1574,VOLUSIA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=VOLUSIA+county+FL+property+search+LAKESIDE+VILLAGE+DELAND
LAMPLIGHTER VILLAGE HOME,7800 BONDHAVEN DRIVE,CHARLOTTE,NC,28215,(704) 568-0643,MECKLENBURG,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://property.spatialest.com/nc/mecklenburg/
MALLARD POINT TRAILER COURT,22260 HIGHWAY 98,FOLEY,AL,36535,(334) 943-2038,BALDWIN,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://baldwincountyal.gov/departments/revenue-commission
MAPLE CREEK ESTATES,903 S MAIN ST,GREER,SC,29650,NOT AVAILABLE,GREENVILLE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.greenvillecounty.org/appsas400/votaxqry/
MAPLE MANOR,312 MAPLE STREET,SMYRNA,TN,37167,(615) 459-0090,RUTHERFORD,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://assessment.cot.tn.gov/RE_Assessment/
MEADOWS TRAILER PARK,1286 SOUTH MOJAVE ROAD,LAS VEGAS,NV,89104,(702) 457-2090,CLARK,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://maps.clarkcountynv.gov/assessor/AssessorParcelDetail/
MICHIGAN TRAILER PARK,3140 WEST OSBORN ROAD,PHOENIX,AZ,85017,(602) 269-0122,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
MIDWAY TRAILER PARK,1833 STACEY STREET,MYRTLE BEACH,SC,29577,(803) 293-2756,HORRY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.horrycountysc.gov/apps/landrecords/
MIDWAY TRAILER PARK,1800 WARD DR,HENDERSON,NV,89011,NOT AVAILABLE,CLARK,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://maps.clarkcountynv.gov/assessor/AssessorParcelDetail/
MIMOSA TRAILER PARK,8783 DAYTON PIKE,SODDY-DAISY,TN,37379,(423) 332-2323,HAMILTON,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://assessment.cot.tn.gov/RE_Assessment/
MOORE'S MHP,701 ELM STREET,BOULDER CITY,NV,89005,(702) 293-2537,CLARK,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://maps.clarkcountynv.gov/assessor/AssessorParcelDetail/
NEW PROVIDENCE & SHADY REST,708 PROVIDENCE BOULEVARD,CLARKSVILLE,TN,37042,(931) 647-2389,MONTGOMERY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://assessment.cot.tn.gov/RE_Assessment/
OAK BEND VILLAGE MOBILE HOME PARK,21271 W HWY 40,DUNNELLON,FL,34431,(352) 465-0877,MARION,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=MARION+county+FL+property+search+OAK+BEND+VILLAGE+MOBILE+HOME+PARK+DUNNELLON
OAK GROVE 2,44 DIXIE CIR,GREENVILLE,SC,29605,NOT AVAILABLE,GREENVILLE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.greenvillecounty.org/appsas400/votaxqry/
OAK HILL MHP,3909 FORT WORTH HIGHWAY,WEATHERFORD,TX,76087,(817) 613-9090,PARKER,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://esearch.parkercad.org/
OLD FARM MOBILE HOME VILLAGE,236 LANDMARK ROAD,CONWAY,SC,29527,(803) 365-1755,HORRY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.horrycountysc.gov/apps/landrecords/
OLEANDER COURT MHP,10035 COUNTY ROAD 83,ELBERTA,AL,36530,(334) 986-5791,BALDWIN,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://baldwincountyal.gov/departments/revenue-commission
OTRANTO ACRES MHP,2908 OTRANTO ROAD,NORTH CHARLESTON,SC,29406,(843) 797-3542,CHARLESTON,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://sc-charleston.publicaccessnow.com/
PALM DRIVE TRAILER RANCH,550 PALM DRIVE,WICKENBURG,AZ,85390,(520) 684-2376,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
PATRICK'S MHP,2000 HIGHWAY 15,MYRTLE BEACH,SC,29577,(803) 448-6369,HORRY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.horrycountysc.gov/apps/landrecords/
PEACHTREE VILLAGE MOBILE HOME,1475 PEACHTREE INDUSTRIAL BOULEVARD,BUFORD,GA,30518,(770) 932-8451,GWINNETT,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://gwinnettassessor.manatron.com/IWantTo/PropertyGISSearch.aspx
PECAN ACRES MOBILE HOME PARK,6 PECAN ACRES MHP,MIDLOTHIAN,TX,76065,NOT AVAILABLE,ELLIS,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://esearch.elliscad.com/
PECAN VILLAGE MOBILE HOME PARK,88 OAK HILL DR,JOSHUA,TX,76058,NOT AVAILABLE,JOHNSON,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://esearch.johnsoncad.com/
PINE GROVE ESTATES,5217 RUSH ROAD,CONWAY,SC,29526,(803) 365-3335,HORRY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.horrycountysc.gov/apps/landrecords/
PINE HILLS MHP,35 SUNRISE AVENUE,STOCKBRIDGE,GA,30281,(770) 474-1870,HENRY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://qpublic.schneidercorp.com/Application.aspx?AppID=735
PINE LAKE VILLAGE,610 BRICK LANDING RD SW,SHALLOTTE,NC,28470,NOT AVAILABLE,BRUNSWICK,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://tax.brunswickcountync.gov/itsnet/
PINE LAWN RANCH MHP,910 WEST GURLEY STREET,PRESCOTT,AZ,86301,(520) 445-3924,YAVAPAI,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://yavapaiaz.gov/departments/assessor
PINE VALLEY ESTATES,3060 US 70,SMITHFIELD,NC,27577,NOT AVAILABLE,JOHNSTON,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://taxpay.johnstonnc.com/taxes/search
PINE VALLEY MHP,510 PINE HILL CIRCLE,LAWRENCEVILLE,GA,30045,(770) 963-6464,GWINNETT,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://gwinnettassessor.manatron.com/IWantTo/PropertyGISSearch.aspx
PLANTATION ACRES MOBILE HOME,3100 ROBERTS ROAD,KNOXVILLE,TN,37924,(423) 933-5715,KNOX,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://assessment.cot.tn.gov/RE_Assessment/
POOLE'S MANOR MFD. HOUSING,34 CLUB CIRCLE,ELLENWOOD,GA,30294,(770) 474-2840,HENRY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://qpublic.schneidercorp.com/Application.aspx?AppID=735
QUEEN'S GRANT MHP,124 CARNIVAL STREET,CHARLOTTE,NC,28262,(704) 593-0020,MECKLENBURG,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://property.spatialest.com/nc/mecklenburg/
RED OAK MHP,1911 AUGUSTA HIGHWAY,WEST COLUMBIA,SC,29169,(803) 791-9090,LEXINGTON,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://lex-co.sc.gov/departments/assessor
RICHMOND TRAILER VILLAGE,110 RIVEREDGE DRIVE,RICHMOND,TX,77469,(281) 342-4907,FORT BEND,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://esearch.fbcad.org/
ROBBINS NEST MOBILE VILLAGE,479 SOUTH MOAPA VALLEY BOULEVARD,OVERTON,NV,89040,(775) 397-2364,CLARK,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://maps.clarkcountynv.gov/assessor/AssessorParcelDetail/
ROSEDALE MOBILE HOME COURT,1048 NORTH 48TH STREET,PHOENIX,AZ,85008,(602) 220-4596,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
ROYAL COACH VILLAGE,15500 HART ROAD,NORTH FORT MYERS,FL,33917,(239) 770-2149,LEE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=LEE+county+FL+property+search+ROYAL+COACH+VILLAGE+NORTH+FORT+MYERS
ROYAL PALM VILLAGE,342 SOUTH 40TH STREET,MESA,AZ,85206,(480) 830-4736,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
SARABAY TRAILER COURT,718 TAMIAMI TRAIL S,OSPREY,FL,34229,(941) 966-7602,SARASOTA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=SARASOTA+county+FL+property+search+SARABAY+TRAILER+COURT+OSPREY
SEVEN C'S MHP,120 WEST STATE ROAD,AMERICAN FORK,UT,84003,(801) 756-3996,UTAH,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.utahcounty.gov/LandRecords/
SHADE TREE VILLAGE,800 GENTRY WAY,RENO,NV,89502,(775) 825-8787,WASHOE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.washoecounty.gov/assessor/online_data/
SHADY ACRES MOBILE PARK,1305 ADAMS STREET,PRESCOTT,AZ,86301,(520) 445-3320,YAVAPAI,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://yavapaiaz.gov/departments/assessor
SHADY GROVE MHP,613 5TH AVENUE SOUTH,MYRTLE BEACH,SC,29577,(803) 448-7243,HORRY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.horrycountysc.gov/apps/landrecords/
SHADY GROVE MHP,349 SHADY GROVE RD,SPRING LAKE,NC,28390,NOT AVAILABLE,HARNETT,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.harnett.org/tax/
SHADY LANE MOBILE HOME & REC. VEHICLE,2436 NORTH AUSTIN STREET,SEGUIN,TX,78155,(830) 303-4400,GUADALUPE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://esearch.guadalupead.org/
SHADY REST MHP,11435 EAST APACHE TRAIL,APACHE JUNCTION,AZ,85220,(480) 986-6997,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
SILVER SAND TRAILER PARK,9252 EAST BROADWAY ROAD,MESA,AZ,85208,(480) 984-6731,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
SPRUCE CREEK VILLAGE,515 LESLIE DR,PORT ORANGE,FL,32127,NOT AVAILABLE,VOLUSIA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=VOLUSIA+county+FL+property+search+SPRUCE+CREEK+VILLAGE+PORT+ORANGE
STONY BROOK NORTH MOBILE HOME,3000 STONEYBROOK DRIVE,RALEIGH,NC,27604,(919) 872-2346,WAKE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://services.wake.gov/realestate/
SUN TRAILER PARK,2200 WEST VAN BUREN STREET,PHOENIX,AZ,85009,(602) 253-2650,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
SUNRISE TRAILER PARK,101 OCOTILLO ST,HENDERSON,NV,89015,NOT AVAILABLE,CLARK,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://maps.clarkcountynv.gov/assessor/AssessorParcelDetail/
SUNSET MESA,929 NORTH DELAWARE DRIVE,APACHE JUNCTION,AZ,85220,(480) 982-2439,PINAL,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.pinalcountyaz.gov/Assessor
SUPERSTITION MOBILE VILLAGE,269 NORTH WINCHESTER ROAD,APACHE JUNCTION,AZ,85219,(480) 982-2746,PINAL,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.pinalcountyaz.gov/Assessor
SWANNS TRAILER PARK,84 SWANNS TLPK,AUBURN,AL,36832,NOT AVAILABLE,LEE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://leecountyrevenuecommissioner.com/
SYLVAN GROVE,NOT AVAILABLE,NOT AVAILABLE,FL,NOT AVAILABLE,NOT AVAILABLE,HERNANDO,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=HERNANDO+county+FL+property+search+SYLVAN+GROVE+NOT+AVAILABLE
TEAL ACRES,9406 GREEN WING DR,MURRELLS INLET,SC,29576,NOT AVAILABLE,HORRY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.horrycountysc.gov/apps/landrecords/
TIKI TAI VILLAGE,5745 WEST MARYLAND AVENUE,GLENDALE,AZ,85301,(623) 939-6090,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
TOWN & COUNTRY,1110 W. MARYLAND AVE,NOT AVAILABLE,AZ,NOT AVAILABLE,NOT AVAILABLE,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
TOWN & COUNTRY MHP,3751 SOUTH REDWOOD ROAD,WEST VALLEY CITY,UT,84119,(801) 973-7045,SALT LAKE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://slco.org/assessor/new/query/interactive.cfm
TOWN AND COUNTRY ESTATES,NOT AVAILABLE,NOT AVAILABLE,NV,NOT AVAILABLE,NOT AVAILABLE,CLARK,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://maps.clarkcountynv.gov/assessor/AssessorParcelDetail/
TRAILER CORRAL,4040 WEST VAN BUREN STREET,PHOENIX,AZ,85009,(602) 278-6628,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
TURF PARADISE TRAVEL TRAILER PARK,1656 W TIERRA BUENA LN,PHOENIX,AZ,85023,(602) 942-4500,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
TURF TRAILER & MHP,1660 WEST BELL ROAD,PHOENIX,AZ,85023,(602) 942-8275,MARICOPA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://mcassessor.maricopa.gov/
TWIN OAKS TRAILER PARK,5918 SELLERS ROAD,HANAHAN,SC,29406,(803) 554-5882,BERKELEY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://berkeleycountysc.gov/dept/assessor/
VER-EL MOBILE VILLAGE,5560 CONCORD PKY S,CONCORD,NC,28027,NOT AVAILABLE,CABARRUS,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.cabarruscounty.us/departments/tax-administration
VILLAGE CREEK MOBILE HOME PARK,755 BURCALE RD,MYRTLE BEACH,SC,29579,NOT AVAILABLE,HORRY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.horrycountysc.gov/apps/landrecords/
WAYSTAFF TOWN & COUNTRY,4190 PINE ST,KANNAPOLIS,NC,28081,NOT AVAILABLE,CABARRUS,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.cabarruscounty.us/departments/tax-administration
WEAVERS NEEDLE TRAVEL TRAILER,250 SOUTH TOMAHAWK ROAD,APACHE JUNCTION,AZ,85219,(480) 982-3683,PINAL,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.pinalcountyaz.gov/Assessor
WEBSTER'S CROSSING MOBILE HOME,425 WEBSTER ROAD #810,AUBURN,AL,36832,(334) 821-0171,LEE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://leecountyrevenuecommissioner.com/
WEST PINE MANOR,1907 W FLAMINGO AVE,NAMPA,ID,83651,NOT AVAILABLE,CANYON,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.canyoncounty.id.gov/elected-officials/assessor/
WHISPERING PINES,3501 GORDON DR,MYRTLE BEACH,SC,29579,NOT AVAILABLE,HORRY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.horrycountysc.gov/apps/landrecords/
WHISPERING PINES MOBILE HOME,8827 DEERWOOD DRIVE,NORTH CHARLESTON,SC,29406,(843) 553-5715,CHARLESTON,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://sc-charleston.publicaccessnow.com/
WHISPERING PINES MOBILE HOME,900 AIRPORT ROAD,CHATTANOOGA,TN,37421,(423) 899-8591,HAMILTON,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://assessment.cot.tn.gov/RE_Assessment/
WHISPERING SANDS MOBILE HOME,1481 PALM STREET,LAS VEGAS,NV,89104,(702) 457-3909,CLARK,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://maps.clarkcountynv.gov/assessor/AssessorParcelDetail/
WHITE OAK ESTATES,20255 VICK DR,NEW CANEY,TX,77357,NOT AVAILABLE,MONTGOMERY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://esearch.mcad-tx.org/
WILLIAMS TRAILER PARK,2050 SOUTH BURLESON BOULEVARD,BURLESON,TX,76028,(817) 295-7494,JOHNSON,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://esearch.johnsoncad.com/
WOODLAND MOBILE VILLAGE,707 WEST 12TH STREET,COLUMBIA,TN,38401,(931) 381-3873,MAURY,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://assessment.cot.tn.gov/RE_Assessment/
ZEPHYR MINI STORAGE TRAILER PARK,37216-110 ONEIDA COURT,ZEPHYRHILLS,FL,33542,(813) 782-1155,PASCO,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=PASCO+county+FL+property+search+ZEPHYR+MINI+STORAGE+TRAILER+PARK+ZEPHYRHILLS
ANDY'S TRAVEL TRAILER PARK,37707 STATE 54 ROAD,ZEPHYRHILLS,FL,33541,(813) 782-3843,PASCO,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=PASCO+county+FL+property+search+ANDY%27S+TRAVEL+TRAILER+PARK+ZEPHYRHILLS
BUSHNELL TRAILER COURT,"401 N WALL STREET, LOT 75",BUSHNELL,FL,33513,(352) 793-3511,SUMTER,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=SUMTER+county+FL+property+search+BUSHNELL+TRAILER+COURT+BUSHNELL
CAMPER VILLAGE,3931 SW COLLEGE ROAD,OCALA,FL,34474,(352) 237-3236,MARION,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=MARION+county+FL+property+search+CAMPER+VILLAGE+OCALA
COOKSEY'S R.V. PARK,1425 S R 16,ST AUGUSTINE,FL,32084,(904) 824-4816,ST JOHNS,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=ST+JOHNS+county+FL+property+search+COOKSEY%27S+R.V.+PARK+ST+AUGUSTINE
COUNTRY AIRE MANOR RV PARK,10249 US 98 HIGHWAY,DADE CITY,FL,33525,(352) 523-1228,PASCO,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=PASCO+county+FL+property+search+COUNTRY+AIRE+MANOR+RV+PARK+DADE+CITY
FAIRVIEW VILLAGE,7025 FAIRVIEW VILLAGE CIRCLE,WINTER HAVEN,FL,33881,(863) 422-9584,POLK,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=POLK+county+FL+property+search+FAIRVIEW+VILLAGE+WINTER+HAVEN
GREENFIELD VILLAGE RV PARK,1015 SR 542 W,DUNDEE,FL,33838,(863) 439-7409,POLK,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=POLK+county+FL+property+search+GREENFIELD+VILLAGE+RV+PARK+DUNDEE
HAINES CREEK RV VILLAGE,10121 CR 44E,LEESBURG,FL,34788,(352) 728-5939,LAKE,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=LAKE+county+FL+property+search+HAINES+CREEK+RV+VILLAGE+LEESBURG
LAKELAND VILLAGE,4535 US HIGHWAY 92 EAST,LAKELAND,FL,33801,(863) 665-7151,POLK,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=POLK+county+FL+property+search+LAKELAND+VILLAGE+LAKELAND
"LAKESIDE MOBILE MANOR, LLP",1020 LAKESIDE DRIVE,BROOKSVILLE,FL,34601,(352) 796-4600,HERNANDO,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=HERNANDO+county+FL+property+search+LAKESIDE+MOBILE+MANOR%2C+LLP+BROOKSVILLE
MEADOWS MOTEL & TRAILER,9071 TAMIAMI TRAIL S,VENICE,FL,34293,(941) 426-4183,SARASOTA,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=SARASOTA+county+FL+property+search+MEADOWS+MOTEL+%26+TRAILER+VENICE
OAK HARBOR CAMPGROUND & MOBILE HOME PARK,10000 W LAKE LOWERY ROAD,HAINES CITY,FL,33844,(863) 956-1341,POLK,,MEDIUM (51-100),98,,,,,,,,,,,,,needs manual lookup,https://www.google.com/search?q=POLK+county+FL+property+search+OAK+HARBOR+CAMPGROUND+%26+MOBILE+HOME+PARK+HAINES+CITY
