NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,COUNTY,UNITS,SIZE,MARKET_SCORE,COUNTY_BONUS,SUBTO_SCORE,CASHFLOW_SCORE,TOTAL_SCORE,TIER,FLAGS
KNOLL TERRACE,557 WAYVIEW RD,HENDERSON,NC,27537,NOT AVAILABLE,MOBILE HOME PARK,VANCE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
KNOLLWOOD VILLAGE MHP,100 COLLINS STREET,SHERMAN,TX,75092,(903) 893-5632,MOBILE HOME PARK,GRAYSON,,LARGE (>100),40,0,16,15,71,B,unit count unknown
KRISTYS MHP,5112 HIGHWAY 3,DICKINSON,TX,77539,NOT AVAILABLE,MOBILE HOME PARK,GALVESTON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LA COLONIA MHP,2384 WEST DIAMOND STREET,TUCSON,AZ,85705,(520) 887-6640,MOBILE HOME PARK,PIMA,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LA COSTA VILLAGE,11200 E LOVEJOY RD,HAMPTON,GA,30228,NOT AVAILABLE,MOBILE HOME PARK,CLAYTON,,LARGE (>100),40,0,16,15,71,B,unit count unknown
LA ESCONDIDA ESTATES MOBILE HOME PARK,NOT AVAILABLE,NOT AVAILABLE,NC,NOT AVAILABLE,(919) 751-1216,MOBILE HOME PARK,WAYNE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LACKLAND MOBILE HOME VILLAGE,7650 WEST US HIGHWAY 90,SAN ANTONIO,TX,78227,(210) 674-2065,MOBILE HOME PARK,BEXAR,,LARGE (>100),40,0,16,15,71,B,unit count unknown
LAFAYETTE PARK,4938 JEFFERIES HWY,WALTERBORO,SC,29488,NOT AVAILABLE,MOBILE HOME PARK,COLLETON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAGUNA SECA PARK,1338 TX-100,LAGUNA VISTA,TX,78578,(956) 943-6578,MOBILE HOME PARK,CAMERON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAKE JESSIE MOBILE HOME PARK,747 LAKE JESSIE DRIVE,WINTER HAVEN,FL,33881,(863) 293-0950,MOBILE HOME PARK,POLK,5,SMALL (<50),40,15,8,8,71,B,
LAKE LYNN MHP,3445 GILLESPIE ST,FAYETTEVILLE,NC,28306,NOT AVAILABLE,MOBILE HOME PARK,CUMBERLAND,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAKE MILLSITE ESTATES LLC,310 LAKE MILLSITE ROAD,BARTOW,FL,33830,(863) 441-2762,MOBILE HOME PARK,POLK,8,SMALL (<50),40,15,8,8,71,B,
LAKE PATIENCE MOBILE HOME COMMUNITY,4320 LOBO LANE,LAND O' LAKES,FL,34639,(727) 868-0546,MOBILE HOME PARK,PASCO,7,SMALL (<50),40,15,8,8,71,B,
LAKE ROAD MOBILE HOME PARK,1199 LAKE RD,NEWPORT,NC,28570,NOT AVAILABLE,MOBILE HOME PARK,CARTERET,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAKE VANCE MH ESTATES,940 GUN CLUB RD,HENDERSON,NC,27537,NOT AVAILABLE,MOBILE HOME PARK,VANCE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAKE VIEW MOBILE HOME PARK,NOT AVAILABLE,NOT AVAILABLE,NC,NOT AVAILABLE,(704) 824-2851,MOBILE HOME PARK,GASTON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAKESHORE MHP,1509 FREDERICK ROAD #76B,OPELIKA,AL,36801,(334) 745-4331,MOBILE HOME PARK,LEE,,SMALL (<50),40,15,5,11,71,B,corporate/franchise name; unit count unknown
"LAKESIDE MOBILE HOME PARK, LLC",2156 OKEECHOBEE BOULEVARD,WEST PALM BEACH,FL,33409,NOT AVAILABLE,MOBILE HOME PARK,PALM BEACH,259,LARGE (>100),40,0,16,15,71,B,
LAKESIDE VILLAGE MHP,11000 SE FEDERAL HIGHWAY,HOBE SOUND,FL,33455,(772) 546-3191,MOBILE HOME PARK,MARTIN,106,LARGE (>100),40,0,16,15,71,B,
LAKESIDE VILLAGE MOBILE HOME,2812 CITY VIEW DRIVE,WICHITA FALLS,TX,76305,(940) 855-1786,MOBILE HOME PARK,WICHITA,,LARGE (>100),40,0,16,15,71,B,unit count unknown
LAKESIDE VILLAGE MOBILE HOME PARK,7 PLEASANT VIEW,LAKE PLACID,FL,33852,(863) 465-7402,MOBILE HOME PARK,HIGHLANDS,236,LARGE (>100),40,0,16,15,71,B,
LAKEVIEW MHP,3433 LAUREN DRIVE,BELTON,TX,76513,(254) 939-5614,MOBILE HOME PARK,BELL,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAKEVIEW MHP,2155 ROCK CHAPEL ROAD,LITHONIA,GA,30058,(770) 482-9422,MOBILE HOME PARK,DEKALB,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAKEVIEW MHP,5186 HIGH POINT ROAD,HIGH POINT,NC,27265,(336) 869-2492,MOBILE HOME PARK,FORSYTH,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAKEVIEW MHP,55 MIAMI CIR,ASHEVILLE,NC,28803,NOT AVAILABLE,MOBILE HOME PARK,BUNCOMBE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAKEVIEW RV PARK,6400 US HIGHWAY 17/92 WEST,HAINES CITY,FL,33844,(863) 602-5122,MOBILE HOME PARK,POLK,1,SMALL (<50),40,15,8,8,71,B,
LAKEWOOD VILLAGE MH COMMUNITY,3171 HANSON AVENUE,MELBOURNE,FL,32901,(321) 724-0083,MOBILE HOME PARK,BREVARD,349,LARGE (>100),40,0,16,15,71,B,
LAKEWOOD VILLAGE PARK,1455 90 AVENUE,VERO BEACH,FL,32966,(772) 567-4358,MOBILE HOME PARK,INDIAN RIVER,361,LARGE (>100),40,0,16,15,71,B,
LAMPASA RV & MH PARK,281 E AVENUE D,LAMPASAS,TX,76550,NOT AVAILABLE,MOBILE HOME PARK,LAMPASAS,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAMPLIGHT VILLAGE LC MHP,8624 4TH STREET N,ST PETERSBURG,FL,33702,(727) 576-2237,MOBILE HOME PARK,PINELLAS,112,LARGE (>100),40,0,16,15,71,B,
LAMPLIGHTER VILLAGE,1661 POWDER SPRINGS RD,MARIETTA,GA,30008,NOT AVAILABLE,MOBILE HOME PARK,COBB,,LARGE (>100),40,0,16,15,71,B,unit count unknown
LANA PARK,804 HACKBERRY ST,PORT LAVACA,TX,77979,NOT AVAILABLE,MOBILE HOME PARK,CALHOUN,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LANDAU MOBILE HOME ESTATES,103 LANDAU CIR,DALLAS,NC,28034,NOT AVAILABLE,MOBILE HOME PARK,GASTON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LANDMARK PARK,1570 S REILLY RD,FAYETTEVILLE,NC,28314,NOT AVAILABLE,MOBILE HOME PARK,CUMBERLAND,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LANGWOOD MOBILE PARK,7432 JESSICA WAY,ROCKY MOUNT,NC,27803,(919) 446-7888,MOBILE HOME PARK,NASH,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LANIER,NOT AVAILABLE,NOT AVAILABLE,GA,NOT AVAILABLE,(678) 250-6165,MOBILE HOME PARK,HALL,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LANIER MHP,131 LANIER DRIVE,STATESBORO,GA,30458,(912) 681-3045,MOBILE HOME PARK,BULLOCH,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LANSING OAKS MHP / AKA BIG T MHP,18843 LANSING STREET,ORLANDO,FL,32833,(407) 568-6694,MOBILE HOME PARK,ORANGE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAS BRISAS,NOT AVAILABLE,NOT AVAILABLE,FL,NOT AVAILABLE,NOT AVAILABLE,MOBILE HOME PARK,CITRUS,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAS FUENTES MHP,9516 N LOOP DR,EL PASO,TX,79907,NOT AVAILABLE,MOBILE HOME PARK,EL PASO,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAUREL MANOR ESTATES,420 US HIGHWAY 431 SOUTH,PHENIX CITY,AL,36869,(334) 298-3250,MOBILE HOME PARK,RUSSELL,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAUREL MOBILE HOME PARK,NOT AVAILABLE,NOT AVAILABLE,TX,NOT AVAILABLE,NOT AVAILABLE,MOBILE HOME PARK,ANGELINA,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAZY S MOBILE HOME & REC. VEHICLE PARKS,2100 WEST 3RD STREET,YUMA,AZ,85364,(520) 783-3880,MOBILE HOME PARK,YUMA,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LAZY WASP MHP,4609 FM 646 ROAD NORTH,SANTA FE,TX,77510,(409) 925-1159,MOBILE HOME PARK,GALVESTON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LEANING OAKS MOBILE HOME,900 BOWLER ROAD,WALLER,TX,77484,(409) 372-9414,MOBILE HOME PARK,WALLER,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LEDFORD MHP,WILSON STREET,BLUE RIDGE,GA,30513,(706) 632-3057,MOBILE HOME PARK,FANNIN,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LEE HIGHWAY MHP,3180 SOUTH LEE HIGHWAY,MCDONALD,TN,37353,(423) 479-9833,MOBILE HOME PARK,BRADLEY,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LEE MOBILE HOME PARK,111-177 SE CARNEY WAY,LEE,FL,32059,(850) 971-2770,MOBILE HOME PARK,MADISON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LEISURE ACRES INC.,3651 US 27 S,SEBRING,FL,33870,(863) 385-8959,MOBILE HOME PARK,HIGHLANDS,283,LARGE (>100),40,0,16,15,71,B,
LEISURE VILLAGE INC OF STUART,240 SE EASY STREET,STUART,FL,34997,(772) 287-8700,MOBILE HOME PARK,MARTIN,177,LARGE (>100),40,0,16,15,71,B,
LEISURE WOODS MHP,5675 LEISURE WOODS PARK,HIAWASSEE,GA,30546,(706) 896-2177,MOBILE HOME PARK,TOWNS,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LEISURE WORLD MOBILE HOME VILLAGE,400 EAST 18TH STREET,WESLACO,TX,78596,(956) 968-8412,MOBILE HOME PARK,HIDALGO,,LARGE (>100),40,0,16,15,71,B,unit count unknown
LENNON MOBILE HOME SITE,357 LENNON BAY DRIVE,BLADENBORO,NC,28320,(910) 648-6709,MOBILE HOME PARK,BLADEN,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LENOIR MOBILE HOME PARK,NOT AVAILABLE,NOT AVAILABLE,TN,NOT AVAILABLE,(865) 986-5605,MOBILE HOME PARK,LOUDON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LEWIS MHP,410 S BLUE BELL RD,BRENHAM,TX,77833,NOT AVAILABLE,MOBILE HOME PARK,WASHINGTON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LEWISDALE MHP,1175 FRANKLIN ROAD,LEWISBURG,TN,37091,(931) 359-1303,MOBILE HOME PARK,MARSHALL,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LEXINGTON TOWN ESTATES,110 TRAILER DRIVE,LEXINGTON,NC,27292,(336) 249-0840,MOBILE HOME PARK,DAVIDSON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LIBERTY HILL MHP,2938 FISH HATCHERY ROAD,MORRISTOWN,TN,37813,(423) 586-3876,MOBILE HOME PARK,HAMBLEN,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LIBERTY MANOR MHP,5112 ARIEL CT,FAYETTEVILLE,NC,28306,(910) 818-0214,MOBILE HOME PARK,CUMBERLAND,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LIGHTBOURN MHP,400 SOUTH GLENWOOD STREET,EL PASO,TX,79905,(915) 778-4929,MOBILE HOME PARK,EL PASO,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LINDUS PARK MOBILE HOME PARK,909 LINCOLN STREET,BABSON PARK,FL,33827,(863) 605-0180,MOBILE HOME PARK,POLK,6,SMALL (<50),40,15,8,8,71,B,
LINES-BOW PARK,2408 WEST HIGHWAY 90,ALPINE,TX,79830,(915) 837-5407,MOBILE HOME PARK,BREWSTER,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LITHIA MHP,3666 GLENDA STREET,LITHIA SPRINGS,GA,30122,(770) 948-9530,MOBILE HOME PARK,DOUGLAS,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LITHONIA MOBILE HOMES INC,7062 ROGERS LAKE ROAD,LITHONIA,GA,30058,(770) 482-7053,MOBILE HOME PARK,DEKALB,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LITTLE FARM MOBILE COURT,8500 BISCAYNE BOULEVARD,MIAMI,FL,33138,(305) 754-3303,MOBILE HOME PARK,MIAMI-DADE,,LARGE (>100),40,0,16,15,71,B,unit count unknown
LITTLE GATOR PARK,1230 SW SKATES STREET,ARCADIA,FL,34266,(863) 993-1543,MOBILE HOME PARK,DESOTO,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LITTLE L MHP,2702 MONTGOMERY ROAD,HUNTSVILLE,TX,77340,(409) 295-3090,MOBILE HOME PARK,WALKER,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LITTLE YORK MHP,1800 LITTLE YORK ROAD,HOUSTON,TX,77093,(713) 697-7505,MOBILE HOME PARK,HARRIS,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LIVE OAK MOBILE HOME TRAILER,1721 NORTH MCCOLL ROAD #147,EDINBURG,TX,78539,(956) 380-1313,MOBILE HOME PARK,HIDALGO,,LARGE (>100),40,0,16,15,71,B,unit count unknown
LOBLOLLY ESTATES,724 MOBILE AVE,ALBANY,GA,31705,NOT AVAILABLE,MOBILE HOME PARK,DOUGHERTY,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LOCHMERE MHP,99 LOCHMERE DRIVE,SANFORD,NC,27330,(919) 774-6377,MOBILE HOME PARK,LEE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LOG CABIN MHP,5223 SOUTH STREET,NACOGDOCHES,TX,75964,(409) 569-9716,MOBILE HOME PARK,NACOGDOCHES,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LONE MOUNTAIN MOBILE HOME,493 HOT SPRINGS ROAD,CARSON CITY,NV,89706,(775) 882-7727,MOBILE HOME PARK,CARSON CITY,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LONE PINE TRAILER PARK,77 LONE PINE AVENUE,DUNEDIN,FL,34698,(727) 733-0636,MOBILE HOME PARK,PINELLAS,128,LARGE (>100),40,0,16,15,71,B,
LONG BRANCH MHP,US HIGHWAY 72,LUMBERTON,NC,28358,(910) 739-2068,MOBILE HOME PARK,ROBESON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LONG LAKE VILLAGE LLC.,4750 CAREFREE COVE BOULEVARD,WEST PALM BEACH,FL,33415,(561) 433-2363,MOBILE HOME PARK,PALM BEACH,134,LARGE (>100),40,0,16,15,71,B,
LONGVIEW MHP,9 LONGVIEW DRIVE,EAST POINT,GA,30344,(404) 767-2142,MOBILE HOME PARK,FULTON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LOTSA' LUCK MHP,1201 HARRISON AVENUE,PORT O' CONNOR,TX,77982,(512) 983-2869,MOBILE HOME PARK,CALHOUN,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LOWE'S CITY MOBILE HOME COMMUNITY,5200 28TH STREET N,ST PETERSBURG,FL,33714,(727) 525-8081,MOBILE HOME PARK,PINELLAS,337,LARGE (>100),40,0,16,15,71,B,
LOWER RICHLAND,611 HARMON RD,HOPKINS,SC,29061,NOT AVAILABLE,MOBILE HOME PARK,RICHLAND,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LOWER VALLEY MHP,10825 THUNDER ROAD,EL PASO,TX,79927,(915) 595-8800,MOBILE HOME PARK,EL PASO,,SMALL (<50),40,0,20,11,71,B,unit count unknown
LOWES MOBILE HOME PARK,3492 DEXTER SHORES DRIVE SE,WINTER HAVEN,FL,33884,(863) 318-9999,MOBILE HOME PARK,POLK,6,SMALL (<50),40,15,8,8,71,B,
LUCKY CLOVER TRAILER PARK,635 EAU GALLIE BOULEVARD E,SATELLITE BEACH,FL,32937,(321) 773-3661,MOBILE HOME PARK,BREVARD,118,LARGE (>100),40,0,16,15,71,B,
LYLE HAVEN MHP,3825 COUNTY HOME ROAD,CONOVER,NC,28613,(704) 465-3065,MOBILE HOME PARK,CATAWBA,,SMALL (<50),40,0,20,11,71,B,unit count unknown
M + M MHP,I 27-BL,PLAINVIEW,TX,79072,NOT AVAILABLE,MOBILE HOME PARK,HALE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
M H CANTER MHP,608 LOCUST STREET,ELIZABETHTON,TN,37643,(423) 543-3367,MOBILE HOME PARK,CARTER,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MADRY MOBILE HOME PARK,55 GEORGE MADRY COURT,QUINCY,FL,32351,(904) 875-2665,MOBILE HOME PARK,GADSDEN,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MAGNOLIA PLACE,1 ARIEL LOOP,HENDERSONVILLE,NC,28792,(704) 685-9520,MOBILE HOME PARK,HENDERSON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MAGNOLIA TRALIER PARK,10606 MAGNOLIA STREET,THONOTOSASSA,FL,33592,(813) 495-2776,MOBILE HOME PARK,HILLSBOROUGH,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MAGNOLIA VILLAGE,1970 W 10TH ST,YUMA,AZ,85364,NOT AVAILABLE,MOBILE HOME PARK,YUMA,,LARGE (>100),40,0,16,15,71,B,unit count unknown
MAGNOLIA WOODS,215 NC HIGHWAY 62 E,GREENSBORO,NC,27406,NOT AVAILABLE,MOBILE HOME PARK,GUILFORD,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MANCIL MOBILE HOME PARK,587 WILLACOOCHEE HWY,DOUGLAS,GA,31535,NOT AVAILABLE,MOBILE HOME PARK,COFFEE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MANN MHP,433 MOUNTAIN VIEW RD,BLUFF CITY,TN,37618,NOT AVAILABLE,MOBILE HOME PARK,SULLIVAN,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MANOR BEACH ESTATES,6704 OELSNER STREET,NEW PORT RICHEY,FL,34652,(727) 514-0863,MOBILE HOME PARK,PASCO,5,MEDIUM (51-100),40,15,8,8,71,B,
MAPLE TERRACE MOBILE HOME COMMUNITY,5429 PARKER HENDERSON ROAD,FORT WORTH,TX,76119,(817) 478-5591,MOBILE HOME PARK,TARRANT,,LARGE (>100),40,0,16,15,71,B,unit count unknown
MAPLEWOOD VILLAGE MHPK,201 CAPE AVENUE,COCOA,FL,32926,(321) 636-6061,MOBILE HOME PARK,BREVARD,205,LARGE (>100),40,0,16,15,71,B,
MARCH BREEZE MHP,SW MARCH DRIVE,LAKE CITY,FL,32055,(386) 752-4377,MOBILE HOME PARK,COLUMBIA,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MARINA VILLAGE REC. VEHICLE & MOBILE HOME,229 NAS DRIVE,CORPUS CHRISTI,TX,78418,(512) 937-2560,MOBILE HOME PARK,NUECES,,LARGE (>100),40,0,16,15,71,B,unit count unknown
MARION HOMES,102 AIKEN RD,MARION,SC,29571,NOT AVAILABLE,MOBILE HOME PARK,MARION,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MARKER ROAD MOBILE HOME PARK,1694 MARKER ROAD,POLK CITY,FL,33868,(863) 325-4314,MOBILE HOME PARK,POLK,6,SMALL (<50),40,15,8,8,71,B,
MARSHALL DRIVE MOBILE HOME,219 CALDWELL LN,PRATTVILLE,AL,36067,(334) 361-8227,MOBILE HOME PARK,AUTAUGA,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MARTHA SANCHEZ 1,644 NW 38TH TERRACE,OKEECHOBEE,FL,34972,(863) 634-1279,MOBILE HOME PARK,OKEECHOBEE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MARTHA'S VINEYARD MHP,850 STONE STREET,CORPUS CHRISTI,TX,78418,(512) 937-5558,MOBILE HOME PARK,NUECES,,LARGE (>100),40,0,16,15,71,B,unit count unknown
MARVINS GARDENS MOBILE ESTATES,260 SE 1000,ANDREWS,TX,79714,NOT AVAILABLE,MOBILE HOME PARK,ANDREWS,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MARY-ANN MHP,1640 VIADUCT ROMA DRIVE,MEMPHIS,TN,38127,(901) 358-0485,MOBILE HOME PARK,SHELBY,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MARYAL REC. VEHICLE & MHP,8158 US HIGHWAY 87 NORTH,SAN ANGELO,TX,76901,(325) 486-1000,MOBILE HOME PARK,TOM GREEN,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MARYLAND OAKS CROSSING,3109 BICYCLE ROAD,TALLAHASSEE,FL,32303,(850) 694-4077,MOBILE HOME PARK,LEON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MARYLAND OAKS CROSSING 2,3109 BICYCLE ROAD,TALLAHASSEE,FL,32303,(850) 694-4077,MOBILE HOME PARK,LEON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MARYLAND OAKS CROSSING 3,3106 BICYCLE ROAD,TALLAHASSEE,FL,32303,(850) 694-4007,MOBILE HOME PARK,LEON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MASTERS MOBILE HOMES,261 US HIGHWAY 27 SOUTH,HAINES CITY,FL,33844,(863) 602-6895,MOBILE HOME PARK,POLK,6,SMALL (<50),40,15,8,8,71,B,
MASVERDE MHP,1200 US HIGHWAY 51 BYPASS SOUTH,DYERSBURG,TN,38024,(901) 286-2644,MOBILE HOME PARK,DYER,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MATTHEWS MOBILE HOME ESTATE,NOT AVAILABLE,NOT AVAILABLE,NC,NOT AVAILABLE,NOT AVAILABLE,MOBILE HOME PARK,PITT,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MAYFAIR MOBILE HOME PARK,225 CORDELE RD,ALBANY,GA,31705,NOT AVAILABLE,MOBILE HOME PARK,DOUGHERTY,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MAYS MHP,6141 SYCAMORE AVENUE,PASADENA,TX,77503,(281) 487-3090,MOBILE HOME PARK,HARRIS,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MC NABB MHP,88 PARKER DRIVE,ANNISTON,AL,36206,(205) 435-9779,MOBILE HOME PARK,CALHOUN,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MCBRAYER PARK,4315 W DIXON BLVD,SHELBY,NC,28152,NOT AVAILABLE,MOBILE HOME PARK,CLEVELAND,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MCFARLAND MHP,5712 COUCH MOUNTAIN RD,DURHAM,NC,27705,NOT AVAILABLE,MOBILE HOME PARK,ORANGE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MCKENDREE MOBILE HOME PARK,GARDEN TRAIL,YULEE,FL,32097,(904) 261-6486,MOBILE HOME PARK,NASSAU,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MCKENZIE MHP,3690 TN 423,MCKENZIE,TN,38201,NOT AVAILABLE,MOBILE HOME PARK,CARROLL,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MCKINLEY PARK MOBILE HOMES,2606 MCKINLEY RD,JOHNSON CITY,TN,37604,NOT AVAILABLE,MOBILE HOME PARK,WASHINGTON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MCKINNEY ESTATES,23935 HWY 46,SORRENTO,FL,32776,(352) 455-1182,MOBILE HOME PARK,LAKE,8,SMALL (<50),40,15,8,8,71,B,
MEAD MANOR MOBILE VILLA,4000 GOLDER AVENUE,ODESSA,TX,79764,(915) 368-1801,MOBILE HOME PARK,ECTOR,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MEADOW HAVEN MH SUB DIVISION,101 GREEN MEADOW LN,EASLEY,SC,29642,NOT AVAILABLE,MOBILE HOME PARK,PICKENS,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MEADOW HAVEN MOBILE HOMES PARK,2208 ELBERTA ROAD,WARNER ROBINS,GA,31093,(912) 923-2101,MOBILE HOME PARK,HOUSTON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MEADOW LANE MHP,215 TOKAY DR,FAYETTEVILLE,NC,28301,NOT AVAILABLE,MOBILE HOME PARK,CUMBERLAND,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MEADOW VIEW,NOT AVAILABLE,NOT AVAILABLE,TX,NOT AVAILABLE,NOT AVAILABLE,MOBILE HOME PARK,COKE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MEADOWBROOK VILLAGE,8920 SHELDON ROAD,TAMPA,FL,33635,(813) 885-9397,MOBILE HOME PARK,HILLSBOROUGH,257,LARGE (>100),40,0,16,15,71,B,
MEADOWLARK RV PARK,2607 W SOUTH ST,ALVIN,TX,77511,NOT AVAILABLE,MOBILE HOME PARK,BRAZORIA,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MEADOWOOD MHP,105 SUSAN LN,HAMLET,NC,28345,NOT AVAILABLE,MOBILE HOME PARK,RICHMOND,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MEADOWS,5155 YELLOWSTONE AVENUE,POCATELLO,ID,83202,(208) 237-7110,MOBILE HOME PARK,BANNOCK,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MEADOWS,2521 NC 18,MORGANTON,NC,28655,NOT AVAILABLE,MOBILE HOME PARK,BURKE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MEASELS TERRACE VIEW ESTATES,261 PARK DRIVE,ROCK ISLAND,TN,38581,(931) 668-8778,MOBILE HOME PARK,WARREN,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MEBANE MHP,202 SUPPER CLUB ROAD,MEBANE,NC,27302,(919) 563-3130,MOBILE HOME PARK,ORANGE,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MEMORY SPRINGS MOBILE PARK,150 MEMORY SPRINGS DRIVE,CARROLLTON,GA,30117,(770) 832-7236,MOBILE HOME PARK,CARROLL,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MERCADO MOBILE HOME PARK,2204 SHIRAH ROAD,AUBURNDALE,FL,33823,NOT AVAILABLE,MOBILE HOME PARK,POLK,7,SMALL (<50),40,15,8,8,71,B,
MERIDIAN MHP,1801 MERIDIAN STREET,NASHVILLE,TN,37207,(615) 227-1159,MOBILE HOME PARK,DAVIDSON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MERKEL WEST MANUFACTURING HOME ADDITION,133 HIGH COTTON PARKWAY,MERKEL,TX,79536,(915) 928-1022,MOBILE HOME PARK,TAYLOR,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MESA MHP,1121 N FORT ST,PALESTINE,TX,75803,NOT AVAILABLE,MOBILE HOME PARK,ANDERSON,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MESA VERDE MOBILE HOME PARK,3749 S 4TH AVENUE,YUMA,AZ,85365,NOT AVAILABLE,MOBILE HOME PARK,YUMA,,SMALL (<50),40,0,20,11,71,B,unit count unknown
MESQUITE VALLEY MHP,6320 W DUNN ST,ODESSA,TX,79763,NOT AVAILABLE,MOBILE HOME PARK,ECTOR,,SMALL (<50),40,0,20,11,71,B,unit count unknown
